id,identifier,title,classification,subject,session_identifier,jurisdiction,organization_classification
ocd-bill/e243b16c-39e2-45db-8ee1-637a9c6596fb,HB 2630,SOLAR RD SIGNS-PILOT PROGRAM,['bill'],[],104th,Illinois,lower
ocd-bill/45a2fe87-3bce-43f4-a153-506eba0937bb,HR 402,SAFE DRIVING PRACTICES,['resolution'],[],104th,Illinois,lower
ocd-bill/c725a424-e8f5-40b3-82f0-2777d6d16e3d,HB 3990,SAFETY-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/a1fda3b8-0ed6-477e-8e49-1ac6825bdfe9,AM 1040023,APPOINT-ANTHONY DANIEL ALFANO,['appointment'],[],104th,Illinois,upper
ocd-bill/19e0299d-3dd4-4c92-84dc-ed5a7bf256b8,SB 1767,MUNI CD-EMS VEHICLE FUNDS,['bill'],[],104th,Illinois,upper
ocd-bill/210bc314-687d-4bf7-8e90-464ad44a3f07,SB 1653,MEDICAID-SAFETY-NET HOSPITALS,['bill'],[],104th,Illinois,upper
ocd-bill/c9d8c758-c770-4bb2-a78a-0f88aad94c4f,HB 3458,CRIM CD-AGG BAT-PEACE OFFICER,['bill'],[],104th,Illinois,lower
ocd-bill/d0c67b6e-849e-46aa-bfa3-a8806a149aef,SB 2119,CIVIC CENTER CD-BID THRESHOLD,['bill'],[],104th,Illinois,upper
ocd-bill/2edf6614-bcca-4a70-9993-74559a7c803d,SR 334,RERRT DAY,['resolution'],[],104th,Illinois,upper
ocd-bill/ace1e441-09f6-4c7f-8170-fde31b36763d,HB 521,EMPLOYMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/74640cf6-c0c4-4c9c-935d-2bf7af7e4d6d,SB 792,SAFETY-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/6f30fb4a-1b5e-4cb9-a4ca-983e7e92256e,HB 3069,NOTICES-ELECTRONIC PUBLICATION,['bill'],[],104th,Illinois,lower
ocd-bill/5f11e1c0-ec1d-467c-9754-60f9f6d5d09a,AM 1040111,APPOINT-RAYMOND P. MARCHIORI,['appointment'],[],104th,Illinois,upper
ocd-bill/3f115748-efa0-407c-a981-47e9838becd4,SR 1,SENATE-ELECT OFFICERS,['resolution'],[],104th,Illinois,upper
ocd-bill/c0aeb72a-5e14-4aab-88fc-27b28d821edc,HB 1444,ELEC CD-VOTE BY MAIL APPLICANT,['bill'],[],104th,Illinois,lower
ocd-bill/191da339-ed09-4861-a819-38d1de3856c2,HB 1020,UTIL-RATES/CHARGES-JOB LOSSES,['bill'],[],104th,Illinois,lower
ocd-bill/5fca29d7-2c33-4e14-993c-1743002da97c,SB 421,EDUCATION-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/90bb7dcc-7672-4685-997a-772a4aadc75d,SB 2612,$SUPREME COURT,['bill'],[],104th,Illinois,upper
ocd-bill/6b1fea38-8157-4d40-93d0-0069857f60ad,HB 2840,WORKERS COMP-FEE SCHEDULE,['bill'],[],104th,Illinois,lower
ocd-bill/e8aac7b7-9533-4ea1-b800-4535c4d4fa7e,SB 2350,$ISBE-COORDINATED STRATEGY,['bill'],[],104th,Illinois,upper
ocd-bill/38e4548e-2cf9-4b4e-b460-043cd9a99e11,SR 132,MEMORIAL-RAYMOND D. CRAIG,['resolution'],[],104th,Illinois,upper
ocd-bill/36e469ef-406b-4dac-8e40-9068ba7f0248,HR 63,SKIP THE PLASTIC DAY,['resolution'],[],104th,Illinois,lower
ocd-bill/41bbbe59-90e6-46b5-9cbb-64072e387e6c,HR 345,CONGRATS-ILL ROAD CONTRACTORS,['resolution'],[],104th,Illinois,lower
ocd-bill/c61052fe-a6da-4f59-a79a-4f51274f5163,SB 271,PHYSICIAN ASSISTANT PRACTICE,['bill'],[],104th,Illinois,upper
ocd-bill/da2d324f-002c-433d-91c8-040e9d7cc567,SB 2269,UTIL-2050 HEAT DECARBONIZATION,['bill'],[],104th,Illinois,upper
ocd-bill/655e30c0-0570-476c-a723-5c31c4f54f71,SB 891,BUSINESS-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/b2605fa0-199d-4466-890c-58d8c80334df,SB 1178,INC TX-BROWNFIELD,['bill'],[],104th,Illinois,upper
ocd-bill/3a23ac2a-091d-4d12-a4be-23cc816a1c67,SB 1078,REGULATION-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/4baa199b-f20c-4591-8134-ffa63e6335a3,HB 4055,NUCLEAR MORATORIUM REPEAL,['bill'],[],104th,Illinois,lower
ocd-bill/ab00e280-204e-445b-91a3-08dfe55212f6,HB 545,FINANCE-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/79c9b1ab-004e-4e9e-bbb4-372c1dba907f,SB 2655,$ISBE-TRANSPORT/SP ED TUITION,['bill'],[],104th,Illinois,upper
ocd-bill/87775baf-c2a9-43cd-9263-c9df79c7069e,HB 3563,WIND & SOLAR FACILITY DRAINAGE,['bill'],[],104th,Illinois,lower
ocd-bill/7753d81d-cf05-4013-9976-1b66e70e16ee,SB 2364,UNMANNED AERIAL DRONE SECURITY,['bill'],[],104th,Illinois,upper
ocd-bill/22490f6b-c61e-473d-8649-7202f542dba9,AM 1040117,APPOINT-SUSANA M. SORIANO,['appointment'],[],104th,Illinois,upper
ocd-bill/fdf0506d-2008-43cc-a596-67739aff5ee2,HB 3429,SCH CD-INSTRUCT-POLICE ENGAGE,['bill'],[],104th,Illinois,lower
ocd-bill/351f7f01-ba1f-44ec-84de-513162e71b85,AM 1040056,APPOINT-MICHAEL TERRY CARRIGAN,['appointment'],[],104th,Illinois,upper
ocd-bill/5d02eb81-03c5-4460-be2b-55d09c17ec44,HB 323,COURTS-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/52c44a22-dcbd-44b5-8260-77b5770f92c9,HB 128,$EXECUTIVE IG TREAS-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/e3b7e2dd-79c9-47d3-8061-74b7aaa64341,SB 1371,HIGHER ED-RURAL STUDENT-ADMIT,['bill'],[],104th,Illinois,upper
ocd-bill/8e0bb41e-050f-4d25-95cf-3166f1c8add5,SB 1787,CTY CD&JUV CT-MINOR INTERROGAT,['bill'],[],104th,Illinois,upper
ocd-bill/416d61a6-2f29-4c77-a5e0-325f90fd8596,HR 49,CONGRATS-MARK SCHNEIDEWIND,['resolution'],[],104th,Illinois,lower
ocd-bill/ec27f628-bbf6-4994-aa2d-5fc5153de6a3,HB 2194,REGULATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/ccceb01c-b430-4ddb-865a-65c4fccd2a2c,HB 1766,CRIM CD-PUBLICATION OF CRIMES,['bill'],[],104th,Illinois,lower
ocd-bill/3f763c2f-1bf5-4f5e-b6c6-5f9892b24080,HB 3881,$ISU,['bill'],[],104th,Illinois,lower
ocd-bill/5cf1cc08-c071-4eb7-924f-5b0e68dd826b,HR 228,CONGRATS-KEVIN RICHARDSON,['resolution'],[],104th,Illinois,lower
ocd-bill/283f2b9a-1d9a-4ead-9e67-5d46a1a78a2c,SB 144,SCHOOL CODE-CHARTER SCHOOLS,['bill'],[],104th,Illinois,upper
ocd-bill/e37d9305-c884-41df-a6b4-7591a73facf5,HB 572,GAMING-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/c49a69a6-447f-4276-a27d-4cd85873924a,SB 1816,RENEWABLE ENERGY PROCUREMENT,['bill'],[],104th,Illinois,upper
ocd-bill/a7e81da3-03d2-4bb3-bfb9-e670535b1b1d,SB 2588,$NEIU,['bill'],[],104th,Illinois,upper
ocd-bill/2ac0a636-2dd0-42bb-85d9-20ff78b54f16,AM 1040114,APPOINT-CAMILE LINDSAY,['appointment'],[],104th,Illinois,upper
ocd-bill/19ff9adf-c4f6-4a44-ab02-dadb33787f93,SR 106,MEMORIAL-KEITH M. BERRY,['resolution'],[],104th,Illinois,upper
ocd-bill/b9947341-5b9d-4b95-847c-d692ed5794e4,HB 3204,SCOTTS LAW-CONSTRUCTION/FARMER,['bill'],[],104th,Illinois,lower
ocd-bill/45f92f82-1155-450f-a7cf-077a8af6befb,SB 2006,HIGHWAY WORK ZONE SAFETY ACT,['bill'],[],104th,Illinois,upper
ocd-bill/21dd57b4-7c49-40f1-967f-21aaf91c7d46,HB 4032,NO FUNDS W/OUT REVENUE EST,['bill'],[],104th,Illinois,lower
ocd-bill/8e6954ac-2ccc-433f-a7fb-be34e61aeded,SB 932,ECONOMIC DEVELOPMENT-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/83e172a1-5d8b-45d5-8b18-c3a2b097fef0,SB 2553,$GOMB,['bill'],[],104th,Illinois,upper
ocd-bill/b89a6c73-16ae-4da8-8cd5-0e9396af3352,SB 1714,HEALTH-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/c778fa1f-b1d0-466e-8fa6-99e2d52f96d2,HB 3693,TIF-COMPLETION,['bill'],[],104th,Illinois,lower
ocd-bill/44b4d686-fe0c-4025-8c36-ff56223852d1,SB 229,INS-HEALTH PLAN BENEFIT DATA,['bill'],[],104th,Illinois,upper
ocd-bill/e5853d7c-3588-4870-bb97-955cd5f34480,SB 1740,SCH CD-MANDATES-REORGANIZE,['bill'],[],104th,Illinois,upper
ocd-bill/a6d8454d-ebe7-4b71-b14d-bef79be1b4be,HB 3940,$PROPERTY TAX APPEAL BOARD,['bill'],[],104th,Illinois,lower
ocd-bill/b49b2a15-13f1-4a67-9306-051ac6affdd0,HB 3303,ELEC CD-DECEPTIVE MATERIAL,['bill'],[],104th,Illinois,lower
ocd-bill/0432e142-5f6c-45f6-8207-904510a9c54c,SB 1629,CMS-MEDICARE AUDIT,['bill'],[],104th,Illinois,upper
ocd-bill/547c207b-82dd-4ed8-b604-343f32f2487e,SB 114,FRAGRANCE SAFETY ACT,['bill'],[],104th,Illinois,upper
ocd-bill/0bc5684c-0662-42a2-a3a8-4818400b4898,HB 3432,MEDICAID-SAFETY-NET HOSPITALS,['bill'],[],104th,Illinois,lower
ocd-bill/a6e3176f-f3c5-4c4d-8064-30a38ee76b34,HB 1313,ELEC CD-EQUIPMENT/AUDITS,['bill'],[],104th,Illinois,lower
ocd-bill/b812b2b2-487a-445c-b878-2551c317fbc3,HB 1068,EDUCATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/23b24346-3bad-43ae-935c-19be548a1d7f,HB 3504,$AURORA-DEKALB BUS PROGRAM,['bill'],[],104th,Illinois,lower
ocd-bill/4e19de34-fd37-4f43-a563-83ec69ac9e2b,SB 1246,VEH CD-REG FEES-VETERANS-WAIVE,['bill'],[],104th,Illinois,upper
ocd-bill/c67a8327-bfa1-4aec-a067-5dd09b85a901,SR 93,MEMORIAL-DIANE M. MCCLELAND,['resolution'],[],104th,Illinois,upper
ocd-bill/2905f49b-d0d0-48f0-8083-386a3c7a9c9c,SB 71,IEMA-SCHOOL SAFETY,['bill'],[],104th,Illinois,upper
ocd-bill/0bc421f0-faa2-45c2-9462-e4f34d4155b2,HB 1289,DEBT RESOLUTION SERVICES ACT,['bill'],[],104th,Illinois,lower
ocd-bill/b868f5fa-5c8a-4464-b871-835d5350f7d5,SB 1575,COMMUNITY COLLEGE CERT,['bill'],[],104th,Illinois,upper
ocd-bill/b6e7bb2d-de19-45b1-9c2b-a53e400109b0,HB 1266,AUDITOR GENERAL-DOGE ACT,['bill'],[],104th,Illinois,lower
ocd-bill/f687c552-c6b5-434b-9efa-372da1c8a8c8,SB 971,EMPLOYMENT-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/052914da-3469-411f-b273-cc60d0f8bfd5,SB 1853,CONSUMER & PREDATORY LOANS,['bill'],[],104th,Illinois,upper
ocd-bill/fa5edef4-2dcb-4f7c-a8fa-3bb50f40ea6d,AM 1040101,APPOINT-STEPHANIE FERST ALTMAN,['appointment'],[],104th,Illinois,upper
ocd-bill/0c11bcd0-3105-4d5d-8714-4a31f5ebd01a,HB 429,EDUCATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/ded12bba-867b-4311-a35c-a3da9855cd0f,HB 2716,ELEC CD-TOWNSHIP ORGANIZATION,['bill'],[],104th,Illinois,lower
ocd-bill/8b02ee62-2e45-4d02-bb51-ef19c3bcd3f9,HB 471,EDUCATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/ee649f98-479c-4ef7-8f2c-7d8e2ae810cb,SJR 17,PFC. KENNY KAYS MEMORIAL HWY,['joint resolution'],[],104th,Illinois,upper
ocd-bill/4e437fd4-a85e-4077-934b-e8068b2e6ab2,SB 1189,PEN CD-CHI POLICE-DISABILITY,['bill'],[],104th,Illinois,upper
ocd-bill/64bdc2ae-8534-48a7-bddd-a3573bd4d3bb,HB 847,SAFETY-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/0f3e2713-982e-4858-816d-56220f27c626,HB 3826,GAMING-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/5bc48309-03b4-459f-8df0-d66fe4a61da0,SB 2087,STATES ATTY-PEACE OFCR-PRIVACY,['bill'],[],104th,Illinois,upper
ocd-bill/cc7681b1-12ba-4011-bb8d-34938c6f6a99,SB 1873,SCH CD-PHONE/SOCIAL MEDIA USE,['bill'],[],104th,Illinois,upper
ocd-bill/6cf74c33-71dc-48b0-b09b-f43fc45b5162,HR 97,MEMORIAL-MEGHAN L. HARMON,['resolution'],[],104th,Illinois,lower
ocd-bill/83ad83d9-6fb1-4b19-b7c7-0951f5f42430,HR 22,HOUSE RULES-AMEND,['resolution'],[],104th,Illinois,lower
ocd-bill/f541949a-bc76-4aa2-9e66-5e819fa0090a,SB 298,FIREARM OWNERS ID ACT-REPEAL,['bill'],[],104th,Illinois,upper
ocd-bill/990ad990-4397-4cfb-b8b7-dd1010485980,SB 1453,DEFERRED COMP-NONPLAN SERVICES,['bill'],[],104th,Illinois,upper
ocd-bill/c8037fda-1a37-47fb-bf1a-cd40a270a223,SB 159,UTILITY-TERMINATION/REFERENDUM,['bill'],[],104th,Illinois,upper
ocd-bill/08c7e0ec-1fb9-4e7f-a1c4-d740659d0535,AM 1040218,APPOINT-CASSANDRA L. HILL,['appointment'],[],104th,Illinois,upper
ocd-bill/6f42b316-3b34-4ad6-82bb-91eb5ba85e64,SB 826,STATE GOVERNMENT-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/6f0e9938-a643-4e67-b6e2-6906a2cd7d3c,HB 3584,NOTICE PAY INCREASE-CHILD SUP,['bill'],[],104th,Illinois,lower
ocd-bill/012b5741-80a8-448d-a840-6b98ad7e2c3e,AM 1040148,APPOINT-MAYRA L. KHAN,['appointment'],[],104th,Illinois,upper
ocd-bill/e7889750-a4a6-4c81-943a-5fafbc59c228,HB 1334,PROP TX-PERSON W/ DISABILITY,['bill'],[],104th,Illinois,lower
ocd-bill/f9e43fe3-90c7-4361-aa84-b4b4f860bec7,HB 3655,STATE CONTRACTS-SMALL BUSINESS,['bill'],[],104th,Illinois,lower
ocd-bill/bab20fc5-682f-4f2e-b7b3-ae2043767249,HB 3314,PROP TX-ASSESSMENT LIMIT,['bill'],[],104th,Illinois,lower
ocd-bill/4ce86cc2-5bc0-4faa-9540-0e22a8cfe5ad,SB 2387,AGRICULTURAL LAND CONSERVATION,['bill'],[],104th,Illinois,upper
ocd-bill/95c1a432-2fc4-4e32-aa79-d43690287c8f,HB 895,STATE GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/e3b461b0-e589-4dbe-9e17-ed8f1c0de3d9,SR 228,CONGRATS-NAPERVILLE FIRE DEPT.,['resolution'],[],104th,Illinois,upper
ocd-bill/b2741d0f-d995-4c79-a189-98488b9d8681,HB 3029,EPA-SINGLE-USE FOODWARE,['bill'],[],104th,Illinois,lower
ocd-bill/a165b798-64f4-480c-b4f1-94c08dabf4fc,SB 763,REVENUE-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/9d6cbee1-5c73-485a-be0c-099f1c51eda4,SB 915,CRIMINAL LAW-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/b9fbbdc6-8f9b-4f87-a9b5-6fd40fe2d585,HB 3293,HEALTH-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/7283432b-4eee-45db-b4c6-fd65487de492,AM 1040024,APPOINT-ALEXANDER WYMOND LAIRD,['appointment'],[],104th,Illinois,upper
ocd-bill/196b8bf6-47cb-4cbd-b8eb-7a2f1168f05c,SB 510,FINANCE-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/755c722c-6329-438a-b89e-b7fd88a5112d,AM 1040021,APPOINT-JOSEPH D. GUTMAN,['appointment'],[],104th,Illinois,upper
ocd-bill/fcb4f35a-9f31-4819-a44e-70c2b287527b,HB 2768,COUNTY/MUNI-NATURAL GAS,['bill'],[],104th,Illinois,lower
ocd-bill/267eede1-b991-4b85-b108-b05828fc1591,HB 759,REGULATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/0485ee85-f48f-4155-be9a-c145acb6179e,HB 2283,CRIMINAL LAW-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/b6492368-ee7c-4beb-8cdb-f8004fd24c12,HR 187,MEMORIAL-CLARENCE THOMAS,['resolution'],[],104th,Illinois,lower
ocd-bill/380c62df-7382-4077-ba98-72cdb40e6fdd,HB 3823,COMMUNITY INTEGRATION NETWORK,['bill'],[],104th,Illinois,lower
ocd-bill/0e1b2359-8c1a-46cd-aaf5-70b1a7480bcb,SB 918,CRIMINAL LAW-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/d12409a2-c26d-4560-ad2f-36bc5f1f5338,SB 1419,$ISBE-HEALTHY SCHOOL MEALS,['bill'],[],104th,Illinois,upper
ocd-bill/5a0daaa2-cc36-42a8-a4a9-fe4c4b0fa357,AM 1030539,APPOINT-WILLIAM HOBERT,['appointment'],[],104th,Illinois,upper
ocd-bill/38a9751e-87a3-417b-98ab-18b0f99261f4,SB 1042,HEALTH-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/f9b46e30-72ea-4d24-a68b-589050817103,SB 1360,ISP RADIO INTEROPERABILITY,['bill'],[],104th,Illinois,upper
ocd-bill/a2864aec-4cef-4da2-b1b7-610c21b446e5,SB 857,TRANSPORTATION-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/6ca5e81f-d135-41ed-98d1-f2946f211da2,AM 1030416,APPOINT-DARRYL ARRINGTON,['appointment'],[],104th,Illinois,upper
ocd-bill/6c0a02af-4207-4dc0-b2c5-71eb76aa1ebd,SB 1134,STATE GOVERNMENT-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/53d0e39c-8577-4b6a-9997-2c07bcf862ab,HB 2371,DENTAL INSURANCE ASSIGNABILITY,['bill'],[],104th,Illinois,lower
ocd-bill/2999516a-05b0-4db8-a589-b7dafdfe648a,HB 1455,CRIM CD-DOMESTIC ASSAULT,['bill'],[],104th,Illinois,lower
ocd-bill/74b6f293-9d7d-4fb0-a43e-5b500e801e27,SB 2446,CHILD CARE BACKGROUND CHECK,['bill'],[],104th,Illinois,upper
ocd-bill/65b10eb9-7a96-4fc0-8f75-17a7d190b276,SR 276,CONGRATS-ANNE FLANIGAN BASSI,['resolution'],[],104th,Illinois,upper
ocd-bill/6a68321b-32a8-4bfa-8ec5-a604b5bfc93b,HB 1809,CAP DEV BOARD-INSPECTORS,['bill'],[],104th,Illinois,lower
ocd-bill/0b5438c5-7186-4b75-a898-022ccb48f1c8,SB 1477,HEALTH-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/1a7dae2d-7a23-4ede-baa4-3ca504711a18,SB 1955,EVICTION-IMPOUNDING COURT FILE,['bill'],[],104th,Illinois,upper
ocd-bill/4fb574c7-7c2f-4fc2-8879-0cf6d87425f4,SB 1199,CRIM CD-HATE CRIME-SAFETY,['bill'],[],104th,Illinois,upper
ocd-bill/6ddac107-fa1e-4102-a4b5-658e91ac2da3,SB 737,REGULATION-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/c8021547-52cb-4f09-b281-40dd850116e0,HB 3539,EDUCATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/72691abd-5f2d-4726-a9ad-46ba47d53de4,SB 1454,PEN CD-CHICAGO-AUTO ENROLLMENT,['bill'],[],104th,Illinois,upper
ocd-bill/702dbd1a-0386-4b4e-91bd-fe436c996447,HR 419,MEMORIAL-CLEVELAND THOMAS,['resolution'],[],104th,Illinois,lower
ocd-bill/e1cd4476-5cf8-4ced-97fa-da905c8a77c4,SB 1538,RENEWABLE ENERGY-SMALL REACTOR,['bill'],[],104th,Illinois,upper
ocd-bill/021018e3-2b59-48ac-a0c3-218eb10f50d4,HB 3375,PERSONAL INFO PROTECTION-SSN,['bill'],[],104th,Illinois,lower
ocd-bill/a531bd5e-de8c-468f-ad54-d16d6ab29199,SB 424,EDUCATION-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/928605da-f923-4511-b2a8-0ca647439895,HB 4031,CRIM CD-UNLAWFUL WEAPON-EXEMPT,['bill'],[],104th,Illinois,lower
ocd-bill/f1be8140-3b21-4485-be25-fc110a8875b8,SB 2560,$EPA,['bill'],[],104th,Illinois,upper
ocd-bill/e3c58f14-733d-4641-ad80-6a81a21fe5e5,HB 875,STATE GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/a4c5793f-54f6-4d4c-89b2-645a282065fe,SB 356,CORRECTIONS-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/93422f55-b99d-4dad-94b3-8f5a1ce82cfb,SR 200,MEMORIAL-MARK LANE,['resolution'],[],104th,Illinois,upper
ocd-bill/f23986af-fb03-4500-9776-c1d9d1857a06,HB 3382,CAMERA GRANT ACT-REPORTS,['bill'],[],104th,Illinois,lower
ocd-bill/98b0a3bd-2392-40c9-9414-47de937f7554,HB 3999,COUNTY CO-RESPONDER UNITS,['bill'],[],104th,Illinois,lower
ocd-bill/5b24a78d-eeb4-49dd-8626-0f98e08e0b1b,AM 1040191,APPOINT-GREGORY E. VACI,['appointment'],[],104th,Illinois,upper
ocd-bill/da5d63ec-2e14-482e-a2f2-753845a0262f,HB 658,LOCAL GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/ca922677-1b6f-42ac-8cdd-da854cd5bad6,SB 1215,GUN CRIME CHARGE & SENTENCING,['bill'],[],104th,Illinois,upper
ocd-bill/b18a9ec8-274c-4698-998d-f4604ae82846,SB 2501,EXTREME WORKPLACE TEMPS,['bill'],[],104th,Illinois,upper
ocd-bill/2da14bb1-66b3-49d1-a64d-ef4c033af23f,HB 1817,POLICE IN-SERVICE TRAINING,['bill'],[],104th,Illinois,lower
ocd-bill/260f6a29-e8b8-4aa6-a6a1-428643711299,HB 2948,COMPETITIVELY NEUTRAL ENERGY,['bill'],[],104th,Illinois,lower
ocd-bill/66aa8691-e35d-438e-a435-037dd4688a89,HB 1706,NURSE LICENSURE COMPACT,['bill'],[],104th,Illinois,lower
ocd-bill/71a3f950-64e4-4e06-8c94-ddcf9b90a3bf,HB 2452,PROP TX-SENIOR HOMESTEAD,['bill'],[],104th,Illinois,lower
ocd-bill/60fe5c11-b295-46bd-99c4-38afe9a784e0,HB 1026,CAPITOL SECURITY CAMERAS/BOXES,['bill'],[],104th,Illinois,lower
ocd-bill/52336113-a44f-4857-9a95-c244ba97f872,SB 1368,MULTI-COUNTY VET ASSISTANCE,['bill'],[],104th,Illinois,upper
ocd-bill/bf02c8ab-7979-4414-9f13-d9d17a25d736,AM 1030529,APPOINT-BRENDAN F. KELLY,['appointment'],[],104th,Illinois,upper
ocd-bill/96682a4e-6bcb-4688-be3f-ce6907a22141,HB 1632,UETA-AGENCY RULES,['bill'],[],104th,Illinois,lower
ocd-bill/18f44f80-3adf-4dde-bbef-aa619dd78a19,HB 3222,HUMANE CARE-ANIMALS-PENALTIES,['bill'],[],104th,Illinois,lower
ocd-bill/61be7843-15cc-4208-a04a-1cf4928e0019,SB 697,HEALTH-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/708df409-1b13-4766-aa9f-b78c0d79f8b4,AM 1040083,APPOINT-SHERLY CHAVARRIA,['appointment'],[],104th,Illinois,upper
ocd-bill/39548786-0194-4b98-b70a-7f1120063fcc,HB 3660,MISSING PERSONS-AMBER PLUS,['bill'],[],104th,Illinois,lower
ocd-bill/4a979cc8-d967-4848-9d5c-97ea301b3d60,HB 3760,IDNR-GRAY FOX SEASON,['bill'],[],104th,Illinois,lower
ocd-bill/9fdde989-6aad-4e73-84d5-0869af4b2312,HB 2619,ULTRASOUND OPPORTUNITY ACT,['bill'],[],104th,Illinois,lower
ocd-bill/add83fda-c7b6-4f4f-9d97-f1ae1e532121,SB 969,EMPLOYMENT-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/537318f3-1ad1-49ac-8dd5-0666a51f91f6,SB 705,REGULATION-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/7220dae0-5e4a-456c-a153-7aa725c3edb4,SB 985,ETHICS-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/380ab1bb-3de4-41c9-8d46-f326cec80014,HB 3351,RENTAL AGE PROTECTION ACT,['bill'],[],104th,Illinois,lower
ocd-bill/ef2b44aa-ed02-44b7-9b20-95afd8b897fd,SB 2236,REGULATION-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/eacb0288-e599-4cc1-b351-f4bae80dd41d,SR 287,MEMORIAL-RAY E. BEBOUT,['resolution'],[],104th,Illinois,upper
ocd-bill/50ec7358-58e8-4396-9111-14e147443e4c,HB 3251,SCH CD-VOTER REGISTRATION,['bill'],[],104th,Illinois,lower
ocd-bill/11eb3366-d21b-404d-bf4f-f42a516c5135,HB 1419,PRESCHOOL ED-OPEN ENROLLMENT,['bill'],[],104th,Illinois,lower
ocd-bill/55986dcc-0892-456a-b7d5-70697cf140f7,SR 301,MEMORIAL-JAMES E. KIDDER,['resolution'],[],104th,Illinois,upper
ocd-bill/d1d5cea8-4d6e-4fd3-a5f6-895d754c97c2,HB 232,BUSINESS-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/beb93f20-eb7a-4aed-8147-6c218474448b,HB 986,TRANSPORTATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/94a16415-a773-4ea4-bcb3-705d40654111,SB 678,PUBLIC EMPLOYEE BENEFITS-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/43c18870-c523-4303-88b9-5de1f47f1d55,HB 3334,HUBZONE CENTER FOR EXCELLENCE,['bill'],[],104th,Illinois,lower
ocd-bill/c9bd20d1-d4d2-4dcd-80bc-c1321f739da5,SB 1973,TNC-TRANSPARENCY/DEACTIVATION,['bill'],[],104th,Illinois,upper
ocd-bill/9cf9292f-ff81-4812-898a-f24981a63c10,SB 2259,HEALTH CARE GENERATIVE AI USE,['bill'],[],104th,Illinois,upper
ocd-bill/97bbd4c4-ed43-43ea-b2ca-ff7b9828cd54,HB 1945,$CAPITOL ARCHITECT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/b5270a31-7ce9-4c1c-9701-44c9462c90cb,AM 1040064,APPOINT-JANETTE MARIE,['appointment'],[],104th,Illinois,upper
ocd-bill/1911e79a-2ab8-469f-90e9-91a0a511222d,HB 1222,TIF REEXTENSION LIMITATION,['bill'],[],104th,Illinois,lower
ocd-bill/34ee97a9-c40a-41f1-8011-0f5b066f72c3,HB 676,LOCAL GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/3ebd0a29-4408-4f07-9b7c-aa702a5c3b66,SB 2433,$OCE-IMSA,['bill'],[],104th,Illinois,upper
ocd-bill/79c35d88-69db-4d6a-b41c-542186fb1688,AM 1040210,APPOINT-ALISON V. HILL,['appointment'],[],104th,Illinois,upper
ocd-bill/23409da7-754b-4d43-a682-9291efa76013,HB 1192,INC TX-PROP TX CREDIT,['bill'],[],104th,Illinois,lower
